Date,Close,High,Low,Open,Volume
2002-02-25,0.42769867181777954,0.42769867181777954,0.41148252771433896,0.41168520413446097,2452314
2002-02-26,0.44156917929649353,0.4430899210748674,0.42230426673815774,0.42534612340168526,28467421
2002-02-27,0.4410623013973236,0.4430900960904744,0.4345731013500245,0.4421776009154541,9613757
2002-02-28,0.43548595905303955,0.4370067025532913,0.4351816694013794,0.4370067025532913,13520310
2002-03-01,0.42585310339927673,0.4344713296224201,0.42027640167412206,0.4344713296224201,3570432
2002-03-04,0.4288952350616455,0.4288952350616455,0.42331852975412365,0.4278811718106249,720260
2002-03-05,0.40658852458000183,0.42879378158959697,0.4055744611561613,0.4277797181657564,2850172
2002-03-06,0.40253281593322754,0.4040535996997084,0.39543503735283964,0.4005046896813527,2239666
2002-03-07,0.4086160659790039,0.41064385991650526,0.4040534674351612,0.41064385991650526,1546844
2002-03-08,0.4081089198589325,0.40962999281691875,0.40608112659445517,0.40962999281691875,463024
2002-03-11,0.4054730534553528,0.40963016823351633,0.40303944346679577,0.40963016823351633,2184789
2002-03-12,0.4192705750465393,0.41927057504653925,0.4101336685597181,0.4111600783353582,2033877
2002-03-13,0.416806697845459,0.4250197011836455,0.4157799517505755,0.41834683797519473,2256815
2002-03-14,0.4198867380619049,0.4198867380619049,0.41629344072151503,0.4169096312333591,1718335
2002-03-15,0.4221453368663788,0.4226587312433288,0.41064716650599,0.4121873076619911,1385643
2002-03-18,0.4270731210708618,0.42779177242347893,0.4211189050979955,0.4270731210708618,905470
2002-03-19,0.4250198006629944,0.4280997038699539,0.424814501765751,0.424814501765751,288104
2002-03-20,0.42522498965263367,0.42655949523376535,0.4229665762192612,0.42655949523376535,2267104
2002-03-21,0.4096202850341797,0.41834663622404183,0.40808018762198967,0.41834663622404183,2510621
2002-03-22,0.40725934505462646,0.40725934505462646,0.40335833002892507,0.4044875369779488,3992299
2002-03-25,0.4044874608516693,0.4066434557521859,0.4044874608516693,0.40469275971971747,902040
2002-03-26,0.4089147746562958,0.41086613399557453,0.40675762888531797,0.40675762888531797,1471388
2002-03-27,0.41600164771080017,0.4160016477108001,0.4088116007162148,0.4088116007162148,205789
2002-03-28,0.4118931293487549,0.41856988627848446,0.408811584763434,0.41856988627848446,1666888
2002-04-01,0.4231920540332794,0.4231920540332794,0.41086583375692215,0.41086583375692215,133763
2002-04-02,0.41805630922317505,0.4267869402596279,0.4173372330727554,0.4186724502232222,1951562
2002-04-03,0.40264883637428284,0.4206241423611755,0.40264883637428284,0.4206241423611755,1536555
2002-04-04,0.4149746596813202,0.4149746596813202,0.40162152425529335,0.40162152425529335,5453398
2002-04-05,0.41908302903175354,0.42062398977118576,0.41394723518392756,0.41394723518392756,1989290
2002-04-08,0.41959699988365173,0.41959699988365173,0.41343390842075534,0.41343390842075534,1131837
2002-04-09,0.432949423789978,0.435517339316152,0.42113726435245696,0.42113726435245696,1341056
2002-04-10,0.44938480854034424,0.44959021689651757,0.4330529753487016,0.4330529753487016,2747278
2002-04-11,0.443734735250473,0.4516438490565024,0.4437347352504731,0.4501032255022192,4352429
2002-04-12,0.43962642550468445,0.4438378177940775,0.43757183991680193,0.4438378177940775,641374
2002-04-15,0.4233975112438202,0.43243644460687847,0.42308925172765893,0.43243644460687847,545340
2002-04-16,0.41600164771080017,0.42678690719008766,0.40983889427727715,0.42678690719008766,4386727
2002-04-17,0.41600164771080017,0.42216477911914224,0.4160016477108001,0.41651531548993237,1011794
2002-04-18,0.41600164771080017,0.4180562768301269,0.40983889427727715,0.4160016477108001,1906974
